Move,game_id,next_move,result,a1,b1,c1,d1,e1,f1,g1,h1,a2,b2,c2,d2,e2,f2,g2,h2,a3,b3,c3,d3,e3,f3,g3,h3,a4,b4,c4,d4,e4,f4,g4,h4,a5,b5,c5,d5,e5,f5,g5,h5,a6,b6,c6,d6,e6,f6,g6,h6,a7,b7,c7,d7,e7,f7,g7,h7,a8,b8,c8,d8,e8,f8,g8,h8
57,10293,f7f8,1-0,0,0,0,5,0,0,0,0,1,0,0,0,0,-3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,0,-5,0,0,-5,0,0,0,-10,0,9,0
58,10293,g8e6,1-0,0,0,0,5,0,0,0,0,1,0,0,0,0,-3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-5,0,0,0,-10,-5,9,0
116,10303,g6g7,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,10,0,0,0,0,0,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,10303,f6g7,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,10,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,10303,h5g5,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0
119,10303,g7f7,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0
120,10303,f5f6,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0
121,10303,d5e4,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0
89,10435,h8g8,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,10,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
90,10435,a7a8,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,10,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,0
91,10435,g8h7,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,-10,0
92,10435,b7b8q,1-0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,-10,5,0,0,0,0,0,0,0
76,10446,a4a5,0-1,5,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0,0,1,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,3,-1,-3,0,0,0,0,-10,-3,0,0,0,0,-5,0,0,0,0,-5,0,0
77,10446,f6d4,0-1,5,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,-1,0,1,0,-1,0,0,-1,0,-1,0,-1,0,3,-1,-3,0,0,0,0,-10,-3,0,0,0,0,-5,0,0,0,0,-5,0,0
78,10446,a5b6,0-1,5,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,10,-3,0,1,-1,0,1,0,-1,0,0,-1,0,-1,0,-1,0,3,-1,0,0,0,0,0,-10,-3,0,0,0,0,-5,0,0,0,0,-5,0,0
79,10446,c7d6,0-1,5,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,10,-3,0,1,-1,0,0,0,-1,0,0,-1,0,-1,0,1,0,3,-1,0,0,0,0,0,-10,-3,0,0,0,0,-5,0,0,0,0,-5,0,0
68,10656,e8e7,1-0,0,0,0,0,0,0,0,5,1,1,1,0,0,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,1,0,0,-3,0,0,0,0,-1,0,0,-10,0,0,0,0,9,0,0,0
69,10656,h6g7,1-0,0,0,0,0,0,0,0,5,1,1,1,0,0,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,1,0,0,-3,0,0,0,0,9,0,0,-10,0,0,0,0,0,0,0,0
70,10656,c5g5,1-0,0,0,0,0,0,0,0,5,1,1,1,0,0,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,9,0,-3,-10,0,0,0,0,0,0,0,0
48,10673,f1g2,0-1,5,0,9,0,0,10,0,-5,1,1,0,0,0,1,0,0,0,0,0,-3,0,0,1,0,0,0,0,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,-5,0,-10,0,0,0,0,0
49,10673,h8h2,0-1,5,0,9,0,0,0,0,-5,1,1,0,0,0,1,10,0,0,0,0,-3,0,0,1,0,0,0,0,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,-5,0,-10,0,0,0,0,0
58,10912,e6g6,1-0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,1,1,0,0,-3,-1,0,0,9,0,0,-1,-1,0,0,0,0,0,-1,-10,-5,0,0,0,0,-5,0,0
59,10912,h7h8,1-0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,1,1,0,0,-3,-1,0,0,0,0,9,-1,-1,0,0,0,0,0,-1,-10,-5,0,0,0,0,-5,0,0
60,10912,g6g7,1-0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-1,1,1,0,0,-3,-1,0,0,0,0,9,-1,-1,0,0,0,0,0,-1,0,-5,0,0,0,0,-5,0,-10
66,11274,f6d7,1-0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,-9,3,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,-1,0,5,0,-3,-1,0,-1,0,-5,0,0,0,-10,0,-5
67,11274,f8g8,1-0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,5,3,-3,-1,0,-1,0,-5,0,0,0,-10,0,-5
68,11274,d7b8,1-0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,5,3,-3,-1,0,-1,0,-5,0,0,0,0,-10,-5
63,11401,e5e4,0-1,0,0,0,0,0,10,0,5,0,-5,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-10,0,-1,-1,0,0,0,0,0,0,0,0
64,11401,f1e1,0-1,0,0,0,0,0,10,0,5,0,-5,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-10,0,-1,-1,0,0,0,0,0,0,0,0
65,11401,d3d2,0-1,0,0,0,0,10,0,0,5,0,-5,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-10,0,-1,-1,0,0,0,0,0,0,0,0
40,11405,f1c1,0-1,0,9,0,0,0,0,10,5,0,0,0,0,0,1,3,1,-1,0,-9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-1,0,0,0,0,-3,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-5,0,0,0,0,0,-10,-5
41,11405,a3a2,0-1,0,9,0,0,0,0,10,5,0,0,0,0,0,1,3,1,-1,0,-9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,-1,0,0,0,0,-3,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-5,0,0,0,0,0,-10,-5
38,11468,c3b5,1-0,0,0,5,0,0,0,0,5,1,0,0,3,0,1,10,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,-1,-1,-3,0,0,-5,0,0,-3,-3,-1,-1,-1,0,0,0,0,-10,0,0,-5
52,11747,f1d3,0-1,5,0,0,0,0,3,10,5,1,1,0,9,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,-9,-3,0,0,-3,0,0,0,-1,-1,-1,0,0,0,-5,0,0,-10,-5
53,11747,e5e4,0-1,5,0,0,0,0,0,10,5,1,1,0,9,0,1,1,0,0,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,-9,-3,0,0,-3,0,0,0,-1,-1,-1,0,0,0,-5,0,0,-10,-5
56,6157,h5h3,0-1,0,0,0,0,0,5,10,0,0,-9,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,-1,-1,-1,0,-3,0,-5,0,-5,0,-10,0,0,0,0,0
